Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment
82,1,115.46000000000001,2,1,1,211,At Risk / Lost Customers
10,2,344.0,5,2,2,522,Recent / New Customers
1,24,4436.12,5,5,5,555,Champions
192,1,228.8,1,1,1,111,At Risk / Lost Customers
267,1,177.15,1,1,1,111,At Risk / Lost Customers
130,1,919.61,2,1,3,213,At Risk / Lost Customers
1,4,729.27,5,4,3,543,Loyal Customers
3,26,12627.94,5,5,5,555,Champions
4,5,220.10000000000002,5,4,1,541,About to Sleep
179,1,58.08,2,1,1,211,At Risk / Lost Customers
12,11,28337.38,5,5,5,555,Champions
126,9,3613.63,2,5,5,255,Loyal Customers
4,2,303.75,5,2,2,522,Recent / New Customers
158,2,416.08,2,2,2,222,At Risk / Lost Customers
3,97,58825.83,5,5,5,555,Champions
9,14,8910.82,5,5,5,555,Champions
28,1,345.82,4,1,2,412,Recent / New Customers
71,5,477.83,3,4,2,342,Loyal Customers
276,8,7832.47,1,5,5,155,At Risk / Lost Customers
21,12,1927.3200000000002,4,5,4,454,Champions
71,1,74.39999999999999,3,1,1,311,Recent / New Customers
33,10,6010.42,4,5,5,455,Champions
1,28,28882.44,5,5,5,555,Champions
99,1,207.36,2,1,1,211,At Risk / Lost Customers
234,1,101.19,1,1,1,111,At Risk / Lost Customers
1,24,6424.09,5,5,5,555,Champions
40,1,243.94,3,1,1,311,Recent / New Customers
3,6,1098.48,5,5,4,554,Champions
133,1,76.5,2,1,1,211,At Risk / Lost Customers
44,4,1531.6200000000001,3,4,4,344,Loyal Customers
373,1,350.06,1,1,2,112,At Risk / Lost Customers
60,2,786.54,3,2,3,323,About to Sleep
31,7,1488.67,4,5,4,454,Champions
1,24,12245.960000000001,5,5,5,555,Champions
12,4,2294.78,5,4,5,545,Champions
138,1,501.14,2,1,3,213,At Risk / Lost Customers
22,8,984.91,4,5,4,454,Champions
20,5,1197.81,4,4,4,444,Champions
239,1,30.6,1,1,1,111,At Risk / Lost Customers
269,1,283.73,1,1,2,112,At Risk / Lost Customers
94,2,922.39,2,2,3,223,At Risk / Lost Customers
90,3,3866.33,2,3,5,235,Loyal Customers
5,8,2099.64,5,5,5,555,Champions
78,1,259.17,2,1,2,212,At Risk / Lost Customers
94,1,64.0,2,1,1,211,At Risk / Lost Customers
23,3,1073.3,4,3,4,434,Loyal Customers
262,1,77.3,1,1,1,111,At Risk / Lost Customers
274,2,109.8,1,2,1,121,At Risk / Lost Customers
86,4,1793.58,2,4,4,244,Loyal Customers
197,1,3096.0,1,1,5,115,At Risk / Lost Customers
56,5,2607.61,3,4,5,345,Loyal Customers
11,8,3650.41,5,5,5,555,Champions
22,6,962.39,4,5,4,454,Champions
16,7,5064.9400000000005,4,5,5,455,Champions
108,3,423.72,2,3,2,232,Loyal Customers
85,5,2388.75,2,4,5,245,Loyal Customers
19,1,307.09000000000003,4,1,2,412,Recent / New Customers
333,1,110.95,1,1,1,111,At Risk / Lost Customers
40,4,618.52,3,4,3,343,Loyal Customers
26,1,228.91,4,1,1,411,Recent / New Customers
10,4,712.8,5,4,3,543,Loyal Customers
29,12,3707.12,4,5,5,455,Champions
14,4,1676.06,4,4,4,444,Champions
296,1,1257.8700000000001,1,1,4,114,At Risk / Lost Customers
6,1,486.22,5,1,2,512,Recent / New Customers
33,4,971.76,4,4,4,444,Champions
49,4,1741.22,3,4,4,344,Loyal Customers
95,4,1201.06,2,4,4,244,Loyal Customers
9,4,1437.85,5,4,4,544,Champions
22,1,91.8,4,1,1,411,Recent / New Customers
313,1,112.75,1,1,1,111,At Risk / Lost Customers
122,4,1688.29,2,4,4,244,Loyal Customers
46,2,1021.48,3,2,4,324,About to Sleep
283,1,417.2,1,1,2,112,At Risk / Lost Customers
19,4,791.33,4,4,3,443,Loyal Customers
36,4,1319.19,3,4,4,344,Loyal Customers
64,2,712.88,3,2,3,323,About to Sleep
27,1,116.00999999999999,4,1,1,411,Recent / New Customers
22,3,468.41,4,3,2,432,Loyal Customers
4,2,353.65000000000003,5,2,2,522,Recent / New Customers
16,3,2817.03,4,3,5,435,Loyal Customers
46,1,492.84,3,1,3,313,About to Sleep
65,1,282.45,3,1,2,312,Recent / New Customers
26,11,5725.47,4,5,5,455,Champions
45,1,121.18,3,1,1,311,Recent / New Customers
8,9,3957.78,5,5,5,555,Champions
15,10,1701.29,4,5,4,454,Champions
268,1,71.4,1,1,1,111,At Risk / Lost Customers
40,3,1575.89,3,3,4,334,Loyal Customers
337,1,236.02,1,1,1,111,At Risk / Lost Customers
11,1,114.6,5,1,1,511,Recent / New Customers
19,2,260.68,4,2,2,422,Recent / New Customers
95,2,911.94,2,2,3,223,At Risk / Lost Customers
61,1,117.88,3,1,1,311,Recent / New Customers
136,1,60.7,2,1,1,211,At Risk / Lost Customers
11,4,1797.78,5,4,4,544,Champions
10,6,3401.2400000000002,5,5,5,555,Champions
4,38,9817.12,5,5,5,555,Champions
19,4,870.09,4,4,3,443,Loyal Customers
10,4,869.46,5,4,3,543,Loyal Customers
15,2,250.26000000000002,4,2,2,422,Recent / New Customers
59,6,1223.9,3,5,4,354,Loyal Customers
30,8,5891.61,4,5,5,455,Champions
94,1,353.48,2,1,2,212,At Risk / Lost Customers
10,3,1197.42,5,3,4,534,Loyal Customers
20,3,788.08,4,3,3,433,Loyal Customers
57,5,1520.58,3,4,4,344,Loyal Customers
268,1,333.74,1,1,2,112,At Risk / Lost Customers
122,3,533.98,2,3,3,233,Loyal Customers
127,1,62.64,2,1,1,211,At Risk / Lost Customers
78,4,819.2900000000001,2,4,3,243,Loyal Customers
240,2,847.41,1,2,3,123,At Risk / Lost Customers
200,2,163.2,1,2,1,121,At Risk / Lost Customers
60,2,2155.95,3,2,5,325,About to Sleep
3,7,6463.84,5,5,5,555,Champions
273,1,108.21000000000001,1,1,1,111,At Risk / Lost Customers
202,1,257.7,1,1,2,112,At Risk / Lost Customers
81,1,358.0,2,1,2,212,At Risk / Lost Customers
226,1,160.95,1,1,1,111,At Risk / Lost Customers
4,14,2806.97,5,5,5,555,Champions
13,7,1357.6,5,5,4,554,Champions
74,2,605.12,2,2,3,223,At Risk / Lost Customers
212,1,1031.07,1,1,4,114,At Risk / Lost Customers
25,2,744.85,4,2,3,423,About to Sleep
17,4,700.73,4,4,3,443,Loyal Customers
262,1,329.56,1,1,2,112,At Risk / Lost Customers
96,4,663.65,2,4,3,243,Loyal Customers
112,3,270.40000000000003,2,3,2,232,Loyal Customers
203,1,600.07,1,1,3,113,At Risk / Lost Customers
93,1,121.74000000000001,2,1,1,211,At Risk / Lost Customers
51,1,430.5,3,1,2,312,Recent / New Customers
18,6,1987.3,4,5,4,454,Champions
18,4,501.12,4,4,3,443,Loyal Customers
125,2,465.68,2,2,2,222,At Risk / Lost Customers
92,3,711.41,2,3,3,233,Loyal Customers
157,2,1030.4,2,2,4,224,At Risk / Lost Customers
9,2,399.51,5,2,2,522,Recent / New Customers
12,3,698.5799999999999,5,3,3,533,Loyal Customers
62,1,292.32,3,1,2,312,Recent / New Customers
61,1,557.62,3,1,3,313,About to Sleep
269,2,944.1,1,2,4,124,At Risk / Lost Customers
263,1,200.29,1,1,1,111,At Risk / Lost Customers
1,35,7454.07,5,5,5,555,Champions
53,5,2107.66,3,4,5,345,Loyal Customers
11,12,3834.2599999999998,5,5,5,555,Champions
3,19,4521.49,5,5,5,555,Champions
18,11,3214.69,4,5,5,455,Champions
1,15,5346.2300000000005,5,5,5,555,Champions
366,1,590.0,1,1,3,113,At Risk / Lost Customers
37,1,217.38,3,1,1,311,Recent / New Customers
31,2,276.56,4,2,2,422,Recent / New Customers
113,1,138.98,2,1,1,211,At Risk / Lost Customers
64,2,590.9300000000001,3,2,3,323,About to Sleep
16,4,258.4,4,4,2,442,Loyal Customers
41,1,542.73,3,1,3,313,About to Sleep
78,1,137.75,2,1,1,211,At Risk / Lost Customers
122,3,814.86,2,3,3,233,Loyal Customers
18,3,1132.14,4,3,4,434,Loyal Customers
60,2,93.66,3,2,1,321,Recent / New Customers
331,1,201.19,1,1,1,111,At Risk / Lost Customers
23,4,2709.12,4,4,5,445,Champions
156,1,361.11,2,1,2,212,At Risk / Lost Customers
39,2,578.94,3,2,3,323,About to Sleep
190,2,873.74,1,2,3,123,At Risk / Lost Customers
360,1,201.20000000000002,1,1,1,111,At Risk / Lost Customers
137,1,87.4,2,1,1,211,At Risk / Lost Customers
8,4,2089.85,5,4,5,545,Champions
1,1,360.0,5,1,2,512,Recent / New Customers
268,1,142.5,1,1,1,111,At Risk / Lost Customers
169,1,371.89,2,1,2,212,At Risk / Lost Customers
104,4,618.09,2,4,3,243,Loyal Customers
155,1,63.75,2,1,1,211,At Risk / Lost Customers
351,1,300.42,1,1,2,112,At Risk / Lost Customers
4,10,2000.86,5,5,4,554,Champions
120,1,15.0,2,1,1,211,At Risk / Lost Customers
23,3,1385.51,4,3,4,434,Loyal Customers
7,5,1456.79,5,4,4,544,Champions
28,3,1132.03,4,3,4,434,Loyal Customers
4,2,598.57,5,2,3,523,About to Sleep
22,5,1555.3200000000002,4,4,4,444,Champions
2,3,775.94,5,3,3,533,Loyal Customers
37,4,5977.73,3,4,5,345,Loyal Customers
66,6,2273.68,3,5,5,355,Loyal Customers
1,3,640.76,5,3,3,533,Loyal Customers
5,26,10845.550000000001,5,5,5,555,Champions
78,4,1548.7,2,4,4,244,Loyal Customers
72,2,567.36,3,2,3,323,About to Sleep
17,1,199.48000000000002,4,1,1,411,Recent / New Customers
3,5,787.85,5,4,3,543,Loyal Customers
36,10,7121.95,3,5,5,355,Loyal Customers
82,1,675.3,2,1,3,213,At Risk / Lost Customers
39,8,3627.77,3,5,5,355,Loyal Customers
316,1,1308.48,1,1,4,114,At Risk / Lost Customers
32,2,789.0,4,2,3,423,About to Sleep
93,3,1140.93,2,3,4,234,Loyal Customers
14,1,350.90000000000003,4,1,2,412,Recent / New Customers
82,3,3536.82,2,3,5,235,Loyal Customers
77,1,795.12,2,1,3,213,At Risk / Lost Customers
158,1,487.02,2,1,2,212,At Risk / Lost Customers
201,1,860.12,1,1,3,113,At Risk / Lost Customers
45,7,10736.48,3,5,5,355,Loyal Customers
261,1,775.85,1,1,3,113,At Risk / Lost Customers
178,1,353.43,2,1,2,212,At Risk / Lost Customers
68,3,2543.7200000000003,3,3,5,335,Loyal Customers
288,1,389.5,1,1,2,112,At Risk / Lost Customers
70,1,341.36,3,1,2,312,Recent / New Customers
64,1,233.76000000000002,3,1,1,311,Recent / New Customers
11,1,247.32,5,1,1,511,Recent / New Customers
16,2,979.12,4,2,4,424,About to Sleep
66,1,373.94,3,1,2,312,Recent / New Customers
60,1,397.98,3,1,2,312,Recent / New Customers
71,1,743.53,3,1,3,313,About to Sleep
122,1,674.7,2,1,3,213,At Risk / Lost Customers
80,1,768.24,2,1,3,213,At Risk / Lost Customers
257,1,609.95,1,1,3,113,At Risk / Lost Customers
269,1,439.03000000000003,1,1,2,112,At Risk / Lost Customers
64,1,439.56,3,1,2,312,Recent / New Customers
9,4,3090.7400000000002,5,4,5,545,Champions
18,2,992.5,4,2,4,424,About to Sleep
71,1,134.96,3,1,1,311,Recent / New Customers
34,2,2225.37,3,2,5,325,About to Sleep
50,1,56.16,3,1,1,311,Recent / New Customers
257,2,623.4,1,2,3,123,At Risk / Lost Customers
366,1,308.28000000000003,1,1,2,112,At Risk / Lost Customers
372,1,754.87,1,1,3,113,At Risk / Lost Customers
90,1,378.64,2,1,2,212,At Risk / Lost Customers
61,3,3312.25,3,3,5,335,Loyal Customers
89,1,778.65,2,1,3,213,At Risk / Lost Customers
99,3,1019.76,2,3,4,234,Loyal Customers
26,3,572.56,4,3,3,433,Loyal Customers
32,6,3639.31,4,5,5,455,Champions
281,1,222.99,1,1,1,111,At Risk / Lost Customers
31,7,4151.93,4,5,5,455,Champions
330,1,534.57,1,1,3,113,At Risk / Lost Customers
131,2,677.1,2,2,3,223,At Risk / Lost Customers
11,3,797.96,5,3,3,533,Loyal Customers
75,1,544.08,2,1,3,213,At Risk / Lost Customers
204,1,59.8,1,1,1,111,At Risk / Lost Customers
2,8,2520.02,5,5,5,555,Champions
185,1,307.72,1,1,2,112,At Risk / Lost Customers
29,2,1360.99,4,2,4,424,About to Sleep
73,5,1544.13,2,4,4,244,Loyal Customers
192,1,457.34000000000003,1,1,2,112,At Risk / Lost Customers
127,2,621.23,2,2,3,223,At Risk / Lost Customers
18,1,75.0,4,1,1,411,Recent / New Customers
1,2,252.49,5,2,2,522,Recent / New Customers
74,3,572.451,2,3,3,233,Loyal Customers
2,62,28117.04,5,5,5,555,Champions
24,5,1003.06,4,4,4,444,Champions
107,1,213.55,2,1,1,211,At Risk / Lost Customers
134,3,1390.5,2,3,4,234,Loyal Customers
44,2,712.5,3,2,3,323,About to Sleep
5,2,640.83,5,2,3,523,About to Sleep
12,18,6127.43,5,5,5,555,Champions
64,1,221.06,3,1,1,311,Recent / New Customers
150,2,159.85,2,2,1,221,At Risk / Lost Customers
40,2,1851.08,3,2,4,324,About to Sleep
64,1,2626.3,3,1,5,315,About to Sleep
108,3,1624.21,2,3,4,234,Loyal Customers
1,10,3641.32,5,5,5,555,Champions
19,3,582.6,4,3,3,433,Loyal Customers
10,1,218.47,5,1,1,511,Recent / New Customers
11,4,1006.8,5,4,4,544,Champions
19,2,679.45,4,2,3,423,About to Sleep
67,2,1269.1,3,2,4,324,About to Sleep
74,2,534.24,2,2,3,223,At Risk / Lost Customers
5,7,3809.89,5,5,5,555,Champions
2,1,196.89,5,1,1,511,Recent / New Customers
14,7,3408.06,4,5,5,455,Champions
255,1,283.71,1,1,2,112,At Risk / Lost Customers
92,1,296.64,2,1,2,212,At Risk / Lost Customers
23,3,1129.14,4,3,4,434,Loyal Customers
17,6,3539.3700000000003,4,5,5,455,Champions
24,1,291.88,4,1,2,412,Recent / New Customers
27,6,2043.72,4,5,4,454,Champions
26,5,2976.15,4,4,5,445,Champions
259,2,590.0,1,2,3,123,At Risk / Lost Customers
166,2,356.98,2,2,2,222,At Risk / Lost Customers
25,2,1058.34,4,2,4,424,About to Sleep
18,6,1766.72,4,5,4,454,Champions
7,14,9646.57,5,5,5,555,Champions
29,2,183.44,4,2,1,421,Recent / New Customers
39,3,1445.0,3,3,4,334,Loyal Customers
253,1,151.5,1,1,1,111,At Risk / Lost Customers
58,1,674.68,3,1,3,313,About to Sleep
184,1,307.90000000000003,1,1,2,112,At Risk / Lost Customers
11,2,1083.71,5,2,4,524,About to Sleep
2,37,5704.97,5,5,5,555,Champions
99,2,165.0,2,2,1,221,At Risk / Lost Customers
1,4,2531.58,5,4,5,545,Champions
61,2,422.64,3,2,2,322,Recent / New Customers
236,1,229.59,1,1,1,111,At Risk / Lost Customers
191,4,1431.78,1,4,4,144,At Risk / Lost Customers
179,2,1238.47,2,2,4,224,At Risk / Lost Customers
38,6,1454.58,3,5,4,354,Loyal Customers
201,2,300.95,1,2,2,122,At Risk / Lost Customers
46,5,1804.56,3,4,4,344,Loyal Customers
232,1,184.64000000000001,1,1,1,111,At Risk / Lost Customers
66,1,140.34,3,1,1,311,Recent / New Customers
241,1,313.8,1,1,2,112,At Risk / Lost Customers
233,1,454.24,1,1,2,112,At Risk / Lost Customers
78,3,1122.41,2,3,4,234,Loyal Customers
58,3,575.4,3,3,3,333,Loyal Customers
17,13,8968.31,4,5,5,455,Champions
105,4,449.52,2,4,2,242,Loyal Customers
52,10,1215.82,3,5,4,354,Loyal Customers
136,3,1269.84,2,3,4,234,Loyal Customers
275,2,618.63,1,2,3,123,At Risk / Lost Customers
312,1,316.26000000000005,1,1,2,112,At Risk / Lost Customers
8,5,2044.8700000000001,5,4,4,544,Champions
11,2,653.33,5,2,3,523,About to Sleep
283,2,348.05,1,2,2,122,At Risk / Lost Customers
18,5,1159.1100000000001,4,4,4,444,Champions
23,3,1166.77,4,3,4,434,Loyal Customers
288,1,1340.32,1,1,4,114,At Risk / Lost Customers
17,3,292.0,4,3,2,432,Loyal Customers
71,1,216.85,3,1,1,311,Recent / New Customers
64,1,295.93,3,1,2,312,Recent / New Customers
73,4,4393.63,2,4,5,245,Loyal Customers
316,2,458.52,1,2,2,122,At Risk / Lost Customers
3,4,2479.16,5,4,5,545,Champions
244,1,110.97,1,1,1,111,At Risk / Lost Customers
9,7,979.72,5,5,4,554,Champions
1,4,1791.56,5,4,4,544,Champions
261,1,251.21,1,1,2,112,At Risk / Lost Customers
127,1,205.1,2,1,1,211,At Risk / Lost Customers
74,1,152.20000000000002,2,1,1,211,At Risk / Lost Customers
73,4,891.12,2,4,3,243,Loyal Customers
21,3,1389.41,4,3,4,434,Loyal Customers
60,3,2128.42,3,3,5,335,Loyal Customers
86,1,659.44,2,1,3,213,At Risk / Lost Customers
78,1,122.75,2,1,1,211,At Risk / Lost Customers
59,6,3624.35,3,5,5,355,Loyal Customers
1,3,1093.65,5,3,4,534,Loyal Customers
30,1,125.80000000000001,4,1,1,411,Recent / New Customers
33,5,3964.88,4,4,5,445,Champions
41,5,680.1800000000001,3,4,3,343,Loyal Customers
15,2,628.78,4,2,3,423,About to Sleep
34,7,2287.51,3,5,5,355,Loyal Customers
79,2,307.76,2,2,2,222,At Risk / Lost Customers
205,2,483.8,1,2,2,122,At Risk / Lost Customers
34,1,210.31,3,1,1,311,Recent / New Customers
183,3,270.79,1,3,2,132,At Risk / Lost Customers
2,25,5870.08,5,5,5,555,Champions
1,7,3448.29,5,5,5,555,Champions
43,7,1280.85,3,5,4,354,Loyal Customers
86,3,631.34,2,3,3,233,Loyal Customers
40,2,291.41,3,2,2,322,Recent / New Customers
12,3,626.99,5,3,3,533,Loyal Customers
96,2,682.41,2,2,3,223,At Risk / Lost Customers
26,7,918.2,4,5,3,453,Loyal Customers
319,1,91.80000000000001,1,1,1,111,At Risk / Lost Customers
66,12,3740.07,3,5,5,355,Loyal Customers
74,4,4149.28,2,4,5,245,Loyal Customers
28,2,584.0600000000001,4,2,3,423,About to Sleep
6,4,605.06,5,4,3,543,Loyal Customers
7,1,174.37,5,1,1,511,Recent / New Customers
216,1,141.85999999999999,1,1,1,111,At Risk / Lost Customers
82,3,1799.3300000000002,2,3,4,234,Loyal Customers
84,2,777.53,2,2,3,223,At Risk / Lost Customers
144,3,1749.02,2,3,4,234,Loyal Customers
19,2,240.22,4,2,1,421,Recent / New Customers
41,2,874.71,3,2,3,323,About to Sleep
173,1,192.85,2,1,1,211,At Risk / Lost Customers
17,2,373.75,4,2,2,422,Recent / New Customers
243,1,239.49,1,1,1,111,At Risk / Lost Customers
13,12,2092.32,5,5,5,555,Champions
206,1,1384.25,1,1,4,114,At Risk / Lost Customers
50,2,294.40000000000003,3,2,2,322,Recent / New Customers
23,5,732.07,4,4,3,443,Loyal Customers
10,18,6717.34,5,5,5,555,Champions
25,4,1687.6000000000001,4,4,4,444,Champions
15,2,467.04,4,2,2,422,Recent / New Customers
309,1,118.0,1,1,1,111,At Risk / Lost Customers
156,1,781.03,2,1,3,213,At Risk / Lost Customers
307,1,142.4,1,1,1,111,At Risk / Lost Customers
64,1,712.4,3,1,3,313,About to Sleep
16,9,2478.95,4,5,5,455,Champions
15,2,379.65,4,2,2,422,Recent / New Customers
11,6,1981.92,5,5,4,554,Champions
65,3,1117.13,3,3,4,334,Loyal Customers
36,4,247.95999999999998,3,4,1,341,About to Sleep
108,5,2037.0800000000002,2,4,4,244,Loyal Customers
53,1,396.97,3,1,2,312,Recent / New Customers
6,2,697.04,5,2,3,523,About to Sleep
47,1,180.17000000000002,3,1,1,311,Recent / New Customers
1,21,5153.67,5,5,5,555,Champions
312,1,219.52,1,1,1,111,At Risk / Lost Customers
45,2,693.32,3,2,3,323,About to Sleep
65,1,428.89,3,1,2,312,Recent / New Customers
26,1,164.34,4,1,1,411,Recent / New Customers
29,3,280.54,4,3,2,432,Loyal Customers
40,1,678.01,3,1,3,313,About to Sleep
12,7,1131.88,5,5,4,554,Champions
89,3,1171.8,2,3,4,234,Loyal Customers
24,4,1610.46,4,4,4,444,Champions
319,1,417.69,1,1,2,112,At Risk / Lost Customers
40,3,544.18,3,3,3,333,Loyal Customers
174,1,177.34,2,1,1,211,At Risk / Lost Customers
117,1,213.85,2,1,1,211,At Risk / Lost Customers
31,5,747.78,4,4,3,443,Loyal Customers
253,1,257.23,1,1,2,112,At Risk / Lost Customers
59,5,1638.47,3,4,4,344,Loyal Customers
23,11,7792.36,4,5,5,455,Champions
5,7,2031.78,5,5,4,554,Champions
100,11,3070.42,2,5,5,255,Loyal Customers
25,5,2121.27,4,4,5,445,Champions
33,5,1575.16,4,4,4,444,Champions
68,1,1071.03,3,1,4,314,About to Sleep
37,5,949.12,3,4,4,344,Loyal Customers
52,3,810.5,3,3,3,333,Loyal Customers
16,1,122.64,4,1,1,411,Recent / New Customers
74,1,1033.34,2,1,4,214,At Risk / Lost Customers
216,1,354.8,1,1,2,112,At Risk / Lost Customers
31,3,519.44,4,3,3,433,Loyal Customers
16,4,2624.26,4,4,5,445,Champions
120,1,252.1,2,1,2,212,At Risk / Lost Customers
10,4,1678.1200000000001,5,4,4,544,Champions
257,2,346.6,1,2,2,122,At Risk / Lost Customers
17,6,1836.3400000000001,4,5,4,454,Champions
35,2,94.2,3,2,1,321,Recent / New Customers
46,3,1095.08,3,3,4,334,Loyal Customers
43,6,2707.33,3,5,5,355,Loyal Customers
114,2,932.97,2,2,3,223,At Risk / Lost Customers
165,2,379.65,2,2,2,222,At Risk / Lost Customers
11,2,382.14,5,2,2,522,Recent / New Customers
10,5,2639.17,5,4,5,545,Champions
206,2,1573.2,1,2,4,124,At Risk / Lost Customers
86,3,897.76,2,3,3,233,Loyal Customers
179,1,189.47,2,1,1,211,At Risk / Lost Customers
60,3,84.65,3,3,1,331,About to Sleep
149,1,305.02,2,1,2,212,At Risk / Lost Customers
3,21,6363.59,5,5,5,555,Champions
51,2,218.55,3,2,1,321,Recent / New Customers
75,1,349.7,2,1,2,212,At Risk / Lost Customers
301,2,186.39000000000001,1,2,1,121,At Risk / Lost Customers
19,2,396.92,4,2,2,422,Recent / New Customers
151,2,486.82000000000005,2,2,2,222,At Risk / Lost Customers
152,1,232.6,2,1,1,211,At Risk / Lost Customers
1,4,3722.42,5,4,5,545,Champions
18,4,827.83,4,4,3,443,Loyal Customers
187,1,59.5,1,1,1,111,At Risk / Lost Customers
286,1,67.23,1,1,1,111,At Risk / Lost Customers
3,7,3119.44,5,5,5,555,Champions
183,1,72.0,1,1,1,111,At Risk / Lost Customers
63,1,910.0,3,1,3,313,About to Sleep
59,1,172.25,3,1,1,311,Recent / New Customers
25,3,1488.32,4,3,4,434,Loyal Customers
4,50,65039.62,5,5,5,555,Champions
31,15,2504.13,4,5,5,455,Champions
39,1,151.3,3,1,1,311,Recent / New Customers
155,1,308.58000000000004,2,1,2,212,At Risk / Lost Customers
26,10,2265.12,4,5,5,455,Champions
318,1,99.5,1,1,1,111,At Risk / Lost Customers
5,9,2308.06,5,5,5,555,Champions
8,3,711.86,5,3,3,533,Loyal Customers
303,1,330.79,1,1,2,112,At Risk / Lost Customers
267,2,806.41,1,2,3,123,At Risk / Lost Customers
271,1,296.88,1,1,2,112,At Risk / Lost Customers
4,13,6328.05,5,5,5,555,Champions
32,1,180.48,4,1,1,411,Recent / New Customers
219,2,252.06,1,2,2,122,At Risk / Lost Customers
247,1,228.84,1,1,1,111,At Risk / Lost Customers
281,5,1079.34,1,4,4,144,At Risk / Lost Customers
269,1,138.28,1,1,1,111,At Risk / Lost Customers
32,6,1445.01,4,5,4,454,Champions
246,2,306.55,1,2,2,122,At Risk / Lost Customers
15,5,1041.68,4,4,4,444,Champions
117,4,799.9,2,4,3,243,Loyal Customers
36,1,524.14,3,1,3,313,About to Sleep
132,3,2375.41,2,3,5,235,Loyal Customers
217,1,199.85000000000002,1,1,1,111,At Risk / Lost Customers
50,8,1980.56,3,5,4,354,Loyal Customers
39,2,1079.66,3,2,4,324,About to Sleep
29,2,333.48,4,2,2,422,Recent / New Customers
37,6,1016.14,3,5,4,354,Loyal Customers
136,2,752.6,2,2,3,223,At Risk / Lost Customers
219,2,610.59,1,2,3,123,At Risk / Lost Customers
28,1,491.86,4,1,3,413,About to Sleep
25,4,2885.2400000000002,4,4,5,445,Champions
5,2,731.9,5,2,3,523,About to Sleep
200,1,339.6,1,1,2,112,At Risk / Lost Customers
18,1,216.9,4,1,1,411,Recent / New Customers
241,1,350.75,1,1,2,112,At Risk / Lost Customers
72,3,668.4300000000001,3,3,3,333,Loyal Customers
17,12,3131.02,4,5,5,455,Champions
3,7,1341.6,5,5,4,554,Champions
95,2,1156.36,2,2,4,224,At Risk / Lost Customers
